cafeno,name,address,business_hours,tel,thumb
102538,왕자상회,서울 영등포구 경인로 775 지하 1층,,02-2068-2491,/home/data/thumb_img/default3.jpg
102539,서울에서 첫번째로잘하는 전통찻집,서울 영등포구 경인로 775,,02-2167-3737,/home/data/thumb_img/default6.jpg
102542,나무아래,서울 영등포구 도림로 340,"월,화,수,금,토,일 12:00 ~ 24:00",,/home/data/thumb_img/img102542.jpg
102544,엠엘엠지커피 문래점,서울 영등포구 경인로 775 에이스하이테크시티 3동 1층 106호,매일 07:30 ~ 20:00,02-3439-2418,/home/data/thumb_img/default5.jpg
102546,안단테,서울 영등포구 가마산로61라길 1,,,/home/data/thumb_img/img102546.jpg
102547,커피고래카페,서울 영등포구 도영로 66,,,/home/data/thumb_img/default6.jpg
102552,카페스타일,서울 영등포구 가마산로65길 26,,02-843-3644,/home/data/thumb_img/default8.jpg
102564,커피에반하다 신풍시장점,서울 영등포구 가마산로61길 14,토요일,,/home/data/thumb_img/default2.jpg
102565,카페리치스,서울 영등포구 경인로 775 에이스하이테크시티 4동 1층 108호,,02-2632-7841,/home/data/thumb_img/default7.jpg
102566,이디야커피 도림점,서울 영등포구 도신로15길 40,매일 08:00 ~ 24:00,02-832-0300,/home/data/thumb_img/img102566.jpg
102567,호텔707,서울 영등포구 도림로139길 2-2,"금,토 11:00 ~ 02:00",02-2636-8694,/home/data/thumb_img/img102567.jpg
102568,리브어트레이스,서울 영등포구 도신로15라길 5-10 1층,,,/home/data/thumb_img/img102568.jpg
102574,커피스테이션,서울 영등포구 경인로 775 에이스하이테크시티 지하1층 181호,,02-2675-0880,/home/data/thumb_img/default4.jpg
102576,카페헤링본,서울 영등포구 신길로 214 선원가와인 1층 102호,,,/home/data/thumb_img/img102576.jpg
102578,휴앤안,서울 영등포구 도신로17길 4,,,/home/data/thumb_img/img102578.jpg
102584,아지트&베러댄와플 신길점,서울 영등포구 신길로41길 4 1층 3호,,02-841-4110,/home/data/thumb_img/img102584.jpg
102586,펭귄카페,서울 영등포구 도영로7길 8 1층,,,/home/data/thumb_img/default1.jpg
102598,달리는커피 신길점,서울 영등포구 가마산로 433-1,,02-846-9888,/home/data/thumb_img/default3.jpg
102602,미스터브리즈커피,서울 영등포구 도영로 22,,02-848-0609,/home/data/thumb_img/default2.jpg
102604,카페미라루나,서울 영등포구 영신로39길 18 1층,"토,일 13:00 ~ 18:00",02-6081-1006,/home/data/thumb_img/img102604.jpg
102609,마카다,서울 영등포구 영등포로28길 19,,070-7778-6777,/home/data/thumb_img/img102609.jpg
102610,카페오가닉 문래로데오점,서울 영등포구 당산로 34 로데오왁 1층,매일 10:00 ~ 23:00,02-3667-4330,/home/data/thumb_img/img102610.jpg
102613,에버애프터,서울 구로구 새말로18길 36-10,토 14:00 ~ 21:00,070-7543-1098,/home/data/thumb_img/img102613.jpg
102616,토스,서울 영등포구 도림로 442,"토,일 13:00 ~ 24:00",02-6013-2410,/home/data/thumb_img/img102616.jpg
102618,어름,서울 영등포구 신길로39길 1 2층,매일 11:00 ~ 22:00,070-4120-1234,/home/data/thumb_img/default8.jpg
102641,그린머그,서울 구로구 새말로18길 24,,,/home/data/thumb_img/img102641.jpg
102645,테오의1.5층,서울 영등포구 영등포로 130 진로아파트상가 1층 101~102호,,070-8888-5547,/home/data/thumb_img/img102645.jpg
102668,커피메이플,"서울 영등포구 신풍로 19 1,2층",매일 11:00 ~ 23:00,02-833-0026,/home/data/thumb_img/default9.jpg
102670,카페노리,서울 영등포구 도림로 291 2층,,02-845-0323,/home/data/thumb_img/default7.jpg
102675,엔제리너스 신도림테크노마트점,서울 구로구 새말로 97 지하1층,매일 09:00 ~ 23:00,02-2111-1009,/home/data/thumb_img/img102675.jpg
102688,동네카페,서울 영등포구 도신로 235,,,/home/data/thumb_img/img102688.jpg
102693,커피에반하다 영등포신길점,서울 영등포구 도신로60길 15-2,,02-6084-0267,/home/data/thumb_img/default8.jpg
102696,핏카페,서울 구로구 경인로 662,매일 07:00 ~ 22:00,02-2211-1790,/home/data/thumb_img/img102696.jpg
102700,카페the사랑,서울 영등포구 신길로29길 5,,02-848-1062,/home/data/thumb_img/default9.jpg
102701,콩카페 현대백화점 디큐브시티점,서울 구로구 경인로 662 지하2층,,02-2210-9764,/home/data/thumb_img/img102701.jpg
102703,카페그린히어로,서울 영등포구 영등포로27길 13,매일 11:30 ~ 20:00,070-8860-3313,/home/data/thumb_img/img102703.jpg
102708,잠바주스 디큐브시티점,서울 구로구 경인로 662 현대백화점 디큐브시티 지하2층,금~일 11:00 ~ 22:00,02-2210-9753,/home/data/thumb_img/default4.jpg
102709,더커피하우스 구로점,서울 구로구 구로동 12,,,/home/data/thumb_img/default3.jpg
102712,신길동학다방,서울 영등포구 신길로42길 26-1,,,/home/data/thumb_img/default5.jpg
102732,라비쥬,서울 영등포구 영등포로28길 5,,,/home/data/thumb_img/default1.jpg
102734,미카사카페이 포스빌,서울 구로구 새말로 102,,070-4063-0980,/home/data/thumb_img/img102734.jpg
102736,오미커피,서울 영등포구 당산로10길 4-1,,070-4148-7069,/home/data/thumb_img/default4.jpg
102743,카페굴리엘모,서울 구로구 새말로 97 10층,,02-547-0919,/home/data/thumb_img/img102743.jpg
102747,커피랑,서울 구로구 경인로67길 23,,,/home/data/thumb_img/default2.jpg
102750,지파시 디큐브시티점,서울 구로구 경인로 662 현대백화점 디큐브시티점 5층,,02-2210-9537,/home/data/thumb_img/img102750.jpg
102757,커피베이 신길역점,서울 영등포구 영등포로 358 1층 102호,,02-847-7658,/home/data/thumb_img/default7.jpg
102762,카페아르테,서울 구로구 새말로16길 17,,,/home/data/thumb_img/img102762.jpg
102765,카페오,서울 영등포구 도신로64길 1,,070-8731-8049,/home/data/thumb_img/default8.jpg
102766,너를봄,서울 영등포구 도신로4길 11,매일 08:30 ~ 22:30,02-848-7593,/home/data/thumb_img/img102766.jpg
102769,데미타스,서울 구로구 새말로 102,,070-7584-8670,/home/data/thumb_img/default8.jpg
102770,견블리,서울 영등포구 영등포로 353 엔씨티오피스텔 101호,,02-6085-4917,/home/data/thumb_img/img102770.jpg
102772,아이스베리 신도림점,서울 구로구 새말로 97 테크노마트 지하1층 ,,,/home/data/thumb_img/default5.jpg
102774,더스윗,서울 영등포구 도신로58길 26 1층,,,/home/data/thumb_img/img102774.jpg
102775,카페인중독구로점,서울 구로구 공원로6나길 35-4,,,/home/data/thumb_img/default9.jpg
102776,쿼츠브루,서울 영등포구 영등포로 147,,02-9379-0530,/home/data/thumb_img/default8.jpg
102778,카페미루,서울 영등포구 도신로68길 8,,,/home/data/thumb_img/default4.jpg
102784,그린파이브 디큐브시티점,서울 구로구 경인로 662 지하2층,,,/home/data/thumb_img/default3.jpg
102789,헤비로테이트,서울 영등포구 도신로19길 22,"토,일 12:00 ~ 20:00",,/home/data/thumb_img/default3.jpg
102794,카페도림동,서울 영등포구 도영로 48,,070-8230-5738,/home/data/thumb_img/img102794.jpg
102805,유유얼셀프 도림점,서울 영등포구 도림로 371 1층,매일 00:00 ~ 24:00,,/home/data/thumb_img/default8.jpg
102808,허니브라운,서울 영등포구 도영로 66 자이아파트 상가,,02-849-5757,/home/data/thumb_img/default2.jpg
102809,존스커피,서울 영등포구 도림로112길 1,,070-7514-7720,/home/data/thumb_img/default8.jpg
102819,JJ커피숍,서울 영등포구 경인로80길 3-11,,,/home/data/thumb_img/default9.jpg
102822,카페에스토,서울 영등포구 경인로 702,,02-2634-4887,/home/data/thumb_img/img102822.jpg
102826,푸얼문7542,서울 구로구 새말로 102 신도림포스빌 별동 201호,매일 11:00 ~ 23:00,02-860-8333,/home/data/thumb_img/img102826.jpg
102827,문래방구,서울 영등포구 경인로 763,,02-2633-9204,/home/data/thumb_img/img102827.jpg
102828,한양카페테리아,서울 영등포구 경인로 711,,,/home/data/thumb_img/default5.jpg
102840,띵크커피 디큐브시티점,서울 구로구 경인로 662 디큐브시티 지하1층,매일 07:00 ~ 23:00,02-2210-9074,/home/data/thumb_img/img102840.jpg
102842,스타벅스 현대디큐브B2점,서울 구로구 경인로 662 지하2층,"토,일 08:00 ~ 22:00",1522-3232,/home/data/thumb_img/img102842.jpg
102843,시연갤러리,서울 영등포구 도림로129길 6,,,/home/data/thumb_img/default9.jpg
102846,문래동달과자,서울 영등포구 도림로 435 성문빌딩 1층,,02-6013-2542,/home/data/thumb_img/img102846.jpg
102847,크레이지토마토 문래창작촌점,서울 영등포구 도림로128가길 9,,02-2631-0308,/home/data/thumb_img/img102847.jpg
102848,카페베네 신도림TM점,서울 구로구 새말로 97 1층 4호,매일 10:00 ~ 23:00,02-868-9911,/home/data/thumb_img/default6.jpg
102851,이디야커피 신도림테크노마트점,서울 구로구 새말로 97,매일 09:00 ~ 22:30,,/home/data/thumb_img/default10.jpg
102852,폴바셋 현대디큐브시티점,서울 구로구 경인로 662 5층,매일 11:00 ~ 22:00,02-2210-9543,/home/data/thumb_img/img102852.jpg
102857,은정다방,서울 영등포구 도림로131길 18,,02-2672-3654,/home/data/thumb_img/default8.jpg
102859,진솔커피숍,서울 영등포구 도림로139길 5,,02-3667-5462,/home/data/thumb_img/default1.jpg
102862,토프레소 대림점,서울 영등포구 도신로 35,,,/home/data/thumb_img/default8.jpg
102864,공차 신도림테크노마트점,서울 구로구 새말로 97 이마트 지하2층,매일 10:00 ~ 23:00,02-2111-1110,/home/data/thumb_img/default2.jpg
102870,쥬씨 테크노마트점,서울 구로구 새말로 97 지하2동 002호,,02-2111-1112,/home/data/thumb_img/default8.jpg
102872,뛰뛰빵빵점핑랜드 신도림점,서울 구로구 새말로 97 신도림테크노마트 5층,,02-2111-5567,/home/data/thumb_img/default3.jpg
102884,마마지트 신도림점,서울 구로구 새말로 97 테크노마트 5층,,010-3349-0813,/home/data/thumb_img/img102884.jpg
102885,만랩커피 문래점,서울 영등포구 경인로 775 에이스하이테크시티 지하 193호,토 08:00 ~ 19:00,02-2068-9597,/home/data/thumb_img/default2.jpg
102887,탐앤탐스 신도림점,서울 구로구 경인로 661 신도림1차 푸르지오1층,매일 08:00 ~ 01:00,02-3439-7887,/home/data/thumb_img/img102887.jpg
102892,델리아띠 신도림테크노마트점,서울 구로구 새말로 97,,02-2111-1501,/home/data/thumb_img/img102892.jpg
102896,LLRP,서울 영등포구 도림로131길 18,매일 11:00 ~ 21:00,,/home/data/thumb_img/default9.jpg
102903,더크레마,서울 구로구 경인로67길 23,,02-2068-1013,/home/data/thumb_img/default5.jpg
102904,블랙락,서울 영등포구 경인로 775 에이스하이테크시티 1층 1-103-1호,,02-3439-0099,/home/data/thumb_img/img102904.jpg
102906,밀크앤샵,서울 영등포구 도림로139길 14 1층,,,/home/data/thumb_img/img102906.jpg
102907,카페자우,서울 구로구 경인로 662 디큐브시티 지하,,02-3667-9961,/home/data/thumb_img/default8.jpg
102911,커피MBA 신도림점,서울 구로구 경인로67길 23 신도림2차푸르지오상가 2층 205호,,,/home/data/thumb_img/default10.jpg
102913,감성커피 신도림푸르지오점,서울 구로구 경인로 661 신도림1차푸르지오 1층 127-1호,,02-2633-0744,/home/data/thumb_img/img102913.jpg
102914,카페이탈밀 하이테크씨티점,서울 영등포구 경인로 775 1층 4동 108호,,,/home/data/thumb_img/img102914.jpg
102918,오로로,서울 영등포구 도림로 438,,,/home/data/thumb_img/default4.jpg
102919,카페H,서울 구로구 경인로 662 현대백화점디큐브시티점 4층,,,/home/data/thumb_img/img102919.jpg
102924,퍼펙트아이스 현대백화점 디큐브시티점,서울 구로구 경인로 662 지하2층,,,/home/data/thumb_img/default6.jpg
102927,커피앤탐 문래점,서울 영등포구 경인로 775,,,/home/data/thumb_img/default8.jpg
102929,쥬시에이스하이테크시티점,서울 영등포구 경인로 775 지하1층 119호,,,/home/data/thumb_img/default6.jpg
102931,킹스빈하이테크시티점,서울 영등포구 경인로 775,,02-2631-7117,/home/data/thumb_img/default2.jpg
102937,달마이어,서울 구로구 경인로 662,,,/home/data/thumb_img/default1.jpg
102941,라크라센타 문래본점,서울 영등포구 문래로 92-5,토 09:00 ~ 24:00,02-2676-6202,/home/data/thumb_img/img102941.jpg
102944,데이라이트,서울 구로구 새말로18길 64 상가동 107호,,,/home/data/thumb_img/img102944.jpg
102948,오핀카페 영등포점,서울 영등포구 문래로28길 25 영시티S타워 로비층,매일 08:00 ~ 21:00,02-6256-0153,/home/data/thumb_img/img102948.jpg
102951,곰미커피,서울 영등포구 경인로 775,,,/home/data/thumb_img/default3.jpg
102957,마리웨일237 신도림점,서울 구로구 경인로 661,매일 10:30 ~ 22:25,02-2633-1603,/home/data/thumb_img/img102957.jpg
102959,봄날,서울 영등포구 도신로4길 2,,,/home/data/thumb_img/default10.jpg
102960,카페루이스,서울 영등포구 경인로 775,,02-815-8285,/home/data/thumb_img/default2.jpg
102975,데일리카페인,서울 구로구 새말로 93,,070-4146-2959,/home/data/thumb_img/default8.jpg
102976,마리커피,서울 영등포구 영신로19길 18,매일 09:00 ~ 24:00,02-833-4445,/home/data/thumb_img/img102976.jpg
102984,스타벅스 타임스퀘어점,서울 영등포구 영중로 15 2층,매일 10:30 ~ 22:00,1522-3232,/home/data/thumb_img/img102984.jpg
102986,쿠키굽는고양이,서울 영등포구 도신로4길 27,,,/home/data/thumb_img/img102986.jpg
102987,데이라잇,서울 구로구 구로동 42,,,/home/data/thumb_img/default8.jpg
102989,헬로방방 신도림점,서울 구로구 경인로59길 8 태영프라자 713호,매일 10:00 ~ 20:00,02-2677-0045,/home/data/thumb_img/img102989.jpg
102991,커피빈 타임스퀘어점,서울 영등포구 영중로 15 1층 111호,"토,일 08:00 ~ 23:00",02-2635-8830,/home/data/thumb_img/img102991.jpg
102992,샌드데이 구로거리공원점,서울 구로구 구로중앙로28길 73,,,/home/data/thumb_img/img102992.jpg
102994,이디야커피 영등포본동점,서울 영등포구 영신로19길 15,월~토 09:00 ~ 23:00,02-780-8110,/home/data/thumb_img/default9.jpg
102995,이레주물카페앤펍,서울 영등포구 도림로147길 5,,,/home/data/thumb_img/img102995.jpg
102997,롤롤,서울 영등포구 영중로 15 6층,매일 11:00 ~ 24:00,,/home/data/thumb_img/img102997.jpg
103000,투썸플레이스 영등포CGV점,서울 영등포구 영중로 15 타임스퀘어 4층,매일 10:00 ~ 22:00,02-2636-2388,/home/data/thumb_img/img103000.jpg
103002,카페봄날,서울 구로구 경인로65길 16-15,,,/home/data/thumb_img/default6.jpg
103003,허밍,서울 구로구 경인로65길 16-15,,,/home/data/thumb_img/img103003.jpg
103008,스타벅스 타임스퀘어B2점,서울 영등포구 영중로 15 지하 2층,매일 10:00 ~ 22:00,1522-3232,/home/data/thumb_img/default7.jpg
103009,엔제리너스 영등포점,"서울 영등포구 영중로 6 1,2층",매일 08:00 ~ 24:00,02-2069-2286,/home/data/thumb_img/img103009.jpg
103019,에일린,서울 구로구 경인로 638,,02-6104-8788,/home/data/thumb_img/img103019.jpg
103020,카페4776,서울 영등포구 대림로34바길 18,,02-835-4776,/home/data/thumb_img/img103020.jpg
103021,카페맥바,서울 영등포구 도림로 473-1,,,/home/data/thumb_img/default6.jpg
103026,스테이웜,서울 영등포구 가마산로61길 5-1 1층,"토,일 10:30 ~ 18:00",0507-1346-7524,/home/data/thumb_img/img103026.jpg
103029,카페유유얼셀프,서울 영등포구 영신로17길 7-1,매일 00:00 ~ 24:00 · 브레이크타임 매일 06:30 ~ 07:30,,/home/data/thumb_img/img103029.jpg
103030,해달공간,서울 영등포구 당산로 34 로데오쇼핑몰 2층 226호,,070-4192-0528,/home/data/thumb_img/default5.jpg
103037,카페뒤미엘,서울 구로구 공원로 83,,,/home/data/thumb_img/img103037.jpg
103046,인스앤슬라임 신길점,서울 영등포구 도림로 263 현대빌딩 4층,,02-845-4566,/home/data/thumb_img/img103046.jpg
103047,카페지니,서울 구로구 새말로16길 70,,070-8847-1822,/home/data/thumb_img/default3.jpg
103049,이스케이프시티,서울 영등포구 영중로8길 6 성남빌딩 구관 401호,"토,일 12:00 ~ 23:00",070-8286-7355,/home/data/thumb_img/img103049.jpg
103051,미스터힐링 롯데시네마영등포점,서울 영등포구 경인로 846 시네마동 7층,"토,일 12:00 ~ 22:00",02-2630-6798,/home/data/thumb_img/img103051.jpg
103059,스타벅스 신세계타임스퀘어B2점,서울 영등포구 영중로 9 신세계백화점 지하 2층,금~일 11:00 ~ 20:30,,/home/data/thumb_img/default10.jpg
103062,문래동커피집,서울 영등포구 선유로 54 1층 102호,"토,일 13:00 ~ 20:00",02-2677-3075,/home/data/thumb_img/img103062.jpg
103066,이나스위츠,서울 영등포구 영신로9바길 6,,,/home/data/thumb_img/default3.jpg
103068,점핑몬스터 신도림점,서울 구로구 경인로59길 8 태영프라자 8층,"토,일 10:30 ~ 21:00",02-2677-6310,/home/data/thumb_img/img103068.jpg
103078,쥬씨 영등포점,서울 영등포구 영중로 5,,,/home/data/thumb_img/img103078.jpg
103082,에그블랑,서울 영등포구 영중로 15 타임스퀘어 지하 2층 오버더디쉬,,1833-2553,/home/data/thumb_img/img103082.jpg
103084,고메카페,서울 영등포구 선유로9길 10 SK VI 1층 125호,"토,일 09:00 ~ 22:30",1522-7290,/home/data/thumb_img/default4.jpg
103092,더말랑슬라임카페,서울 영등포구 문래로 205 2층,,02-849-4988,/home/data/thumb_img/img103092.jpg
103101,고릴라유아체육카페,서울 구로구 신도림로 78,,02-2635-3888,/home/data/thumb_img/default5.jpg
103102,레이나,서울 구로구 공원로 40 신도림쌍용플래티넘노블 1층,,,/home/data/thumb_img/img103102.jpg
103106,디저트카페뮈렌,서울 영등포구 영신로 37-3,,02-844-8876,/home/data/thumb_img/img103106.jpg
103109,헤이커피,서울 영등포구 선유로9나길 12 두산위브아파트상가,,070-4134-0501,/home/data/thumb_img/default3.jpg
103111,준,서울 영등포구 도림로 278-5,,02-831-7003,/home/data/thumb_img/img103111.jpg
103113,투썸플레이스 영등포시장사거리점,서울 영등포구 영등포로 193,"토,일 09:00 ~ 23:00",02-3667-5113,/home/data/thumb_img/img103113.jpg
103114,레드브릭스,서울 영등포구 경인로71길 70,,02-2672-7889,/home/data/thumb_img/default9.jpg
103117,셀렉토커피 신길아이파크점,서울 영등포구 가마산로 426 신길센트럴아이파크 상가동 1층 102호,,02-845-6055,/home/data/thumb_img/default4.jpg
103128,카페푸르메디자인샵,서울 구로구 새말로9길 46,,,/home/data/thumb_img/default4.jpg
103130,나무,서울 구로구 신도림로 105,,,/home/data/thumb_img/default3.jpg
103135,까페마음,서울 영등포구 영신로20길 12-3,,,/home/data/thumb_img/img103135.jpg
103140,공방카페봄,서울 구로구 경인로59길 7 신도림6차 e-편한세상 상가동 1층 101호,,,/home/data/thumb_img/default2.jpg
103145,녹차원,서울 영등포구 당산로 42,,,/home/data/thumb_img/default5.jpg
103146,카페파스텔,서울 영등포구 선유로9길 10,,,/home/data/thumb_img/default7.jpg
103150,제니스커피,서울 영등포구 경인로 849 2층,,,/home/data/thumb_img/img103150.jpg
103151,카페비플러스,서울 영등포구 문래북로 54,,,/home/data/thumb_img/img103151.jpg
103154,커피랩스로스터리,서울 영등포구 선유로9길 10 문래SKV1센터 1층 122호,,02-2633-0280,/home/data/thumb_img/img103154.jpg
103155,카페14번가 SK문래점,서울 영등포구 문래로 164 영등포SK리더스뷰상가 1층 A동 E14호,"토,일 11:00 ~ 18:00",070-7637-7799,/home/data/thumb_img/img103155.jpg
103158,커피컵,서울 구로구 공원로 34,,,/home/data/thumb_img/default8.jpg
103164,네스카페 타임스퀘어교보점,서울 영등포구 영중로 15 2층,매일 10:00 ~ 22:00,070-7730-3398,/home/data/thumb_img/default4.jpg
103167,진심을담다,서울 영등포구 당산로 63,,,/home/data/thumb_img/img103167.jpg
103169,힐링트리,서울 구로구 구로중앙로28다길 21,,02-867-0746,/home/data/thumb_img/default5.jpg
103176,플로리스케이크,서울 영등포구 문래북로 52,월~토 10:00 ~ 20:00,02-6408-0043,/home/data/thumb_img/img103176.jpg
103183,위드,서울 영등포구 영신로 34,,02-836-7365,/home/data/thumb_img/default8.jpg
103194,감성커피 영등포문래점,서울 영등포구 선유로 71 문래임광그대가 1층 104호,,02-2633-0672,/home/data/thumb_img/default7.jpg
103196,엔터,서울 영등포구 영신로34길 1,,02-2631-2555,/home/data/thumb_img/default1.jpg
103199,판튀는다락방,서울 영등포구 경인로 861 2층,영업시간 매일 19:00 ~ 02:00,02-2633-6377,/home/data/thumb_img/img103199.jpg
103204,카페라네,서울 영등포구 경인로 846,,032-321-4532,/home/data/thumb_img/default3.jpg
103209,라무스,서울 영등포구 영등포로28길 5 코오롱주상복합아파트 상가동 2층 18호,,,/home/data/thumb_img/img103209.jpg
103211,허그,서울 구로구 경인로 619-3,,,/home/data/thumb_img/default10.jpg
103215,카페드람브르 영등포직영2호점,서울 영등포구 경인로 867 호텔GMS 2층,매일 10:00 ~ 23:00,02-882-3377,/home/data/thumb_img/img103215.jpg
103216,커피라인,서울 영등포구 영신로 36,,,/home/data/thumb_img/default2.jpg
103219,J&J라이브7080,서울 영등포구 영등포로 131-2 2층,,,/home/data/thumb_img/img103219.jpg
103222,공유랑카페영등포공유랑점,서울 영등포구 영등포로28길 5,,070-7710-2031,/home/data/thumb_img/default10.jpg
103224,기대치 신세계영등포점,서울 영등포구 영중로 9 신세계백화점 B관 지하1층,금~일 10:30 ~ 20:30,02-2639-1227,/home/data/thumb_img/img103224.jpg
103230,할리스커피 영등포사거리점,"서울 영등포구 영등포로 216-1 영미빌딩 1,2층",월~토 10:00 ~ 23:30,02-2632-2231,/home/data/thumb_img/default1.jpg
103238,리프레쉬,서울 영등포구 영신로20길 8,,,/home/data/thumb_img/default9.jpg
103240,커피뿅,서울 구로구 새말로 25 SK뷰 1층,,070-8761-3412,/home/data/thumb_img/img103240.jpg
103245,루나더커피,서울 영등포구 신길로40길 4 1층,"토,일 10:00 ~ 22:00",02-6397-7152,/home/data/thumb_img/img103245.jpg
103247,꼬모드,서울 영등포구 영신로34길 1 우림빌딩,,,/home/data/thumb_img/default8.jpg
103252,라부에노,서울 영등포구 선유로22길 12,,02-2678-3481,/home/data/thumb_img/default2.jpg
103259,스타벅스 영등포역점,서울 영등포구 경인로 870,월~토 08:00 ~ 22:00,1522-3232,/home/data/thumb_img/img103259.jpg
103266,타미하우스 GS홈쇼핑점,서울 영등포구 선유로 70 우리벤처타운 105,,,/home/data/thumb_img/default10.jpg
103268,카페까듀,서울 영등포구 신길로 172,"토,일 12:00 ~ 22:00",070-7785-4885,/home/data/thumb_img/img103268.jpg
103277,35cm,서울 영등포구 영신로40길 16 나로센터 1층,,,/home/data/thumb_img/img103277.jpg
103283,듀,서울 영등포구 영등포로42길 10,,02-2678-2885,/home/data/thumb_img/default8.jpg
103284,스퀘어 씨,서울 영등포구 도신로 181 성지빌딩 2층,,02-986-7472,/home/data/thumb_img/img103284.jpg
103286,카페이순신 구로점,서울 구로구 구로동 563-8 구로역 구내,,,/home/data/thumb_img/default5.jpg
103292,웨이브스,서울 영등포구 도림로 434-11,토 12:00 ~ 01:00,070-7681-0101,/home/data/thumb_img/img103292.jpg
103294,아파트먼트,서울 영등포구 경인로77길 12 2층,"금,토 13:00 ~ 24:00",010-4528-3884,/home/data/thumb_img/img103294.jpg
103295,보사노바 문래점,서울 영등포구 영등포로20길 22-4,"토,일 09:00 ~ 22:30",02-2633-0038,/home/data/thumb_img/img103295.jpg
103297,루트442,서울 영등포구 도림로 442,매일 12:30 ~ 24:00,,/home/data/thumb_img/img103297.jpg
103300,헬로밀가루 영등포점,서울 영등포구 경인로 775 3동 101호,화~일 10:00 ~ 19:00 · 점심시간 화~일 13:00 ~ 13:50,02-2678-0070,/home/data/thumb_img/img103300.jpg
103304,스타벅스 하이테크시티점,서울 영등포구 경인로 775 에이스하이테크시티 1-105호,"토,일 09:00 ~ 17:00",1522-3232,/home/data/thumb_img/img103304.jpg
103308,커피빈 문래동점,서울 영등포구 선유로 63 1층,"토,일 08:00 ~ 22:00",02-2069-3157,/home/data/thumb_img/img103308.jpg
103309,웰위치아,"서울 영등포구 문래로 83 아라비즈타워 1층 108호, 109호",월~토 08:00 ~ 22:30,,/home/data/thumb_img/img103309.jpg
103311,슈퍼커피 문래점,서울 영등포구 당산로 47,"토,일 09:00 ~ 22:00",02-6085-0615,/home/data/thumb_img/img103311.jpg
103324,라프라스카페,서울 영등포구 문래북로 62 세종에버그린 지하1층,,,/home/data/thumb_img/img103324.jpg
103326,오미커피,서울 영등포구 문래로4길 4,,070-3794-7060,/home/data/thumb_img/default8.jpg
103327,문래캠퍼스,서울 영등포구 당산로 4-1,,,/home/data/thumb_img/img103327.jpg
103338,002,"서울 영등포구 문래북로 116 트리플렉스 1층 101,102호",,,/home/data/thumb_img/img103338.jpg
103340,스페셜티스튜디오,서울 영등포구 도림로139길 4,"토,일 12:00 ~ 21:00",,/home/data/thumb_img/img103340.jpg
103341,우주커피,서울 영등포구 도림로 432 1층,,,/home/data/thumb_img/default1.jpg
103344,요거프레소 문래점,서울 영등포구 선유로 76 동국메뜨리앙 102호,매일 08:00 ~ 22:00,02-2633-9208,/home/data/thumb_img/default6.jpg
103348,더워리어커피로스터스랩,서울 영등포구 도림로 438-12 1층,,,/home/data/thumb_img/img103348.jpg
103352,삼성다방,서울 영등포구 당산로 53,,,/home/data/thumb_img/default4.jpg
103353,커피더캠프 문래동점,서울 영등포구 경인로 775 에이스하이테크시티 1동 115호,,02-3439-0802,/home/data/thumb_img/default8.jpg
103355,별다방,서울 영등포구 도림로141나길 10-2,,02-2637-8586,/home/data/thumb_img/default7.jpg
103356,쥬씨 에이스하이테크시티점,서울 영등포구 경인로 775,"토,일요일",02-2068-9842,/home/data/thumb_img/img103356.jpg
103357,카페정다방프로젝트,서울 영등포구 도림로 473-1,,070-8844-8640,/home/data/thumb_img/img103357.jpg
103359,이디야커피 영등포홈플러스점,서울 영등포구 당산로 42 홈플러스 2층,매일 10:00 ~ 21:30,02-3667-7991,/home/data/thumb_img/default2.jpg
103361,블랙힐스,서울 영등포구 도림로147길 15-2 1층,,02-6934-4363,/home/data/thumb_img/img103361.jpg
103367,티블랙 문래8호점,서울 영등포구 선유로 76,,,/home/data/thumb_img/default8.jpg
103375,키즈빈,서울 영등포구 경인로77길 49,,,/home/data/thumb_img/default4.jpg
103382,비플러스,서울 영등포구 선유로11길 12,,,/home/data/thumb_img/default3.jpg
103384,키즈N고,서울 영등포구 선유로 52,,02-2677-8007,/home/data/thumb_img/default3.jpg
103386,"봄날, 벚꽃 그리고 너",서울 영등포구 도림로 440-13,,02-2068-0214,/home/data/thumb_img/img103386.jpg
103387,더치앤빈,서울 영등포구 문래로 87,,070-4120-8980,/home/data/thumb_img/default1.jpg
103392,오프로앤커피(5PRO&coffee),서울 영등포구 선유로9길 10,,,/home/data/thumb_img/default7.jpg
103396,유어홈커피로스터스,서울 영등포구 도림로133길 20 1층,,,/home/data/thumb_img/img103396.jpg
103399,헤이데이,서울 영등포구 문래북로 108 태영데시앙 101호,,,/home/data/thumb_img/default4.jpg
103400,오슬로우커피 문래에이스하이테크시티점,서울 영등포구 경인로 775 1동 106호,매일 07:00 ~ 19:00,0507-1326-6526,/home/data/thumb_img/default1.jpg
103401,서룡씨엔케이코와핀 문래역점,서울 영등포구 당산로 26,,,/home/data/thumb_img/default3.jpg
103409,폰트커피,서울 영등포구 도림로139길 21 1층,,02-6449-8549,/home/data/thumb_img/img103409.jpg
103417,세븐플레이스,서울 영등포구 당산로 10,,,/home/data/thumb_img/default4.jpg
103427,포프트커피,서울 영등포구 경인로 825 1층,화~일 11:00 ~ 24:00,,/home/data/thumb_img/img103427.jpg
