total_x,total_y
시원한 냉면 어떠세요?,0
점심 뭐 먹지?,0
제육덮밥 어떠신가요?,0
오늘 점심은 뭐 먹을까?,0
오늘은 짜장면 어떠세요?,0
오늘 점심은 뭐 먹을까?,0
오늘은 짜장면 어떠실까요?,0
오늘 점심은 뭐 먹을까?,0
오늘은 짜장면 어떠십니까?,0
오늘 점심은 뭐 먹을까?,0
짜장면이 괜찮을 것 같은데 어떠세요?,0
오늘 점심은 뭐 먹을까?,0
오늘은 떡볶이 어떠세요?,0
오늘 점심은 뭐 먹을까?,0
떡볶이 어떠신가요?,0
오늘 점심은 뭐 먹을까?,0
떡볶이가 좋을 것 같아요.,0
오늘 점심은 뭐 먹을까?,0
짜장면 어떠세요?,0
오늘 점심은 뭐 먹을까?,0
일식으로 돈가스 어떠신가요?,0
오늘 점심은 뭐 먹을까?,0
오늘은 비가 오니 곱창전골 어떠세요?,0
오늘 점심은 뭐 먹을까?,0
날씨가 쌀쌀하니까 칼국수가 좋을 것 같네요.,0
오늘 점심은 뭐 먹을까?,0
간단하게 샌드위치 어떨까요?,0
오늘 점심은 뭐 먹을까?,0
시원한 냉면 어떠세요?,0
오늘 점심은 뭐 먹을까?,0
제육덮밥 어떠신가요?,0
오늘은 점심으로 뭐가 좋을까?,0
오늘은 짜장면 어떠세요?,0
오늘은 점심으로 뭐가 좋을까?,0
오늘은 짜장면 어떠실까요?,0
오늘은 점심으로 뭐가 좋을까?,0
오늘은 짜장면 어떠십니까?,0
오늘은 점심으로 뭐가 좋을까?,0
짜장면이 괜찮을 것 같은데 어떠세요?,0
오늘은 점심으로 뭐가 좋을까?,0
오늘은 떡볶이 어떠세요?,0
오늘은 점심으로 뭐가 좋을까?,0
떡볶이 어떠신가요?,0
오늘은 점심으로 뭐가 좋을까?,0
떡볶이가 좋을 것 같아요.,0
오늘은 점심으로 뭐가 좋을까?,0
짜장면 어떠세요?,0
오늘은 점심으로 뭐가 좋을까?,0
일식으로 돈가스 어떠신가요?,0
오늘은 점심으로 뭐가 좋을까?,0
오늘은 비가 오니 곱창전골 어떠세요?,0
오늘은 점심으로 뭐가 좋을까?,0
날씨가 쌀쌀하니까 칼국수가 좋을 것 같네요.,0
오늘은 점심으로 뭐가 좋을까?,0
간단하게 샌드위치 어떨까요?,0
오늘은 점심으로 뭐가 좋을까?,0
시원한 냉면 어떠세요?,0
오늘은 점심으로 뭐가 좋을까?,0
제육덮밥 어떠신가요?,0
점심으로 뭐 먹는게 좋을까?,0
오늘은 짜장면 어떠세요?,0
점심으로 뭐 먹는게 좋을까?,0
오늘은 짜장면 어떠실까요?,0
점심으로 뭐 먹는게 좋을까?,0
오늘은 짜장면 어떠십니까?,0
점심으로 뭐 먹는게 좋을까?,0
짜장면이 괜찮을 것 같은데 어떠세요?,0
점심으로 뭐 먹는게 좋을까?,0
오늘은 떡볶이 어떠세요?,0
점심으로 뭐 먹는게 좋을까?,0
떡볶이 어떠신가요?,0
점심으로 뭐 먹는게 좋을까?,0
떡볶이가 좋을 것 같아요.,0
점심으로 뭐 먹는게 좋을까?,0
짜장면 어떠세요?,0
점심으로 뭐 먹는게 좋을까?,0
일식으로 돈가스 어떠신가요?,0
점심으로 뭐 먹는게 좋을까?,0
오늘은 비가 오니 곱창전골 어떠세요?,0
점심으로 뭐 먹는게 좋을까?,0
날씨가 쌀쌀하니까 칼국수가 좋을 것 같네요.,0
점심으로 뭐 먹는게 좋을까?,0
간단하게 샌드위치 어떨까요?,0
점심으로 뭐 먹는게 좋을까?,0
시원한 냉면 어떠세요?,0
점심으로 뭐 먹는게 좋을까?,0
제육덮밥 어떠신가요?,0
떡볶이 좋지.,0
식사 맛있게 하세요.,0
떡볶이 좋지.,0
식사 든든하게 드세요.,0
떡볶이 좋지.,0
맛있게 드시고 오세요.,0
떡볶이 좋지.,0
즐거운 식사시간 되세요.,0
떡볶이 좋지.,0
맛있게 드세요.,0
떡볶이 좋지.,0
든든하게 드시고 오세요.,0
떡볶이 좋지.,0
감사합니다.,0
떡볶이 좋지.,0
즐거운 식사 되세요.,0
"오, 그거 좋다.",0
식사 맛있게 하세요.,0
"오, 그거 좋다.",0
식사 든든하게 드세요.,0
"오, 그거 좋다.",0
맛있게 드시고 오세요.,0
"오, 그거 좋다.",0
즐거운 식사시간 되세요.,0
"오, 그거 좋다.",0
맛있게 드세요.,0
"오, 그거 좋다.",0
든든하게 드시고 오세요.,0
"오, 그거 좋다.",0
감사합니다.,0
"오, 그거 좋다.",0
즐거운 식사 되세요.,0
"오, 그거 좋다.",0
좋은 하루 되세요.,0
좋다 그거.,0
식사 맛있게 하세요.,0
좋다 그거.,0
식사 든든하게 드세요.,0
좋다 그거.,0
맛있게 드시고 오세요.,0
좋다 그거.,0
즐거운 식사시간 되세요.,0
좋다 그거.,0
맛있게 드세요.,0
좋다 그거.,0
든든하게 드시고 오세요.,0
좋다 그거.,0
감사합니다.,0
좋다 그거.,0
즐거운 식사 되세요.,0
좋다 그거.,0
좋은 하루 되세요.,0
그거 좋은 생각이다.,0
식사 맛있게 하세요.,0
그거 좋은 생각이다.,0
식사 든든하게 드세요.,0
그거 좋은 생각이다.,0
맛있게 드시고 오세요.,0
그거 좋은 생각이다.,0
즐거운 식사시간 되세요.,0
그거 좋은 생각이다.,0
맛있게 드세요.,0
그거 좋은 생각이다.,0
든든하게 드시고 오세요.,0
그거 좋은 생각이다.,0
감사합니다.,0
그거 좋은 생각이다.,0
즐거운 식사 되세요.,0
그거 좋은 생각이다.,0
좋은 하루 되세요.,0
그것 참 좋은 생각인 것 같아.,0
식사 맛있게 하세요.,0
그것 참 좋은 생각인 것 같아.,0
식사 든든하게 드세요.,0
그것 참 좋은 생각인 것 같아.,0
맛있게 드시고 오세요.,0
그것 참 좋은 생각인 것 같아.,0
즐거운 식사시간 되세요.,0
그것 참 좋은 생각인 것 같아.,0
맛있게 드세요.,0
그것 참 좋은 생각인 것 같아.,0
든든하게 드시고 오세요.,0
그것 참 좋은 생각인 것 같아.,0
감사합니다.,0
그것 참 좋은 생각인 것 같아.,0
즐거운 식사 되세요.,0
그것 참 좋은 생각인 것 같아.,0
좋은 하루 되세요.,0
"오, 그거 좋네.",0
식사 맛있게 하세요.,0
"오, 그거 좋네.",0
식사 든든하게 드세요.,0
"오, 그거 좋네.",0
맛있게 드시고 오세요.,0
"오, 그거 좋네.",0
즐거운 식사시간 되세요.,0
"오, 그거 좋네.",0
맛있게 드세요.,0
"오, 그거 좋네.",0
든든하게 드시고 오세요.,0
"오, 그거 좋네.",0
감사합니다.,0
"오, 그거 좋네.",0
즐거운 식사 되세요.,0
"오, 그거 좋네.",0
좋은 하루 되세요.,0
좋은 생각이야.,0
식사 맛있게 하세요.,0
좋은 생각이야.,0
식사 든든하게 드세요.,0
좋은 생각이야.,0
맛있게 드시고 오세요.,0
좋은 생각이야.,0
즐거운 식사시간 되세요.,0
좋은 생각이야.,0
맛있게 드세요.,0
좋은 생각이야.,0
든든하게 드시고 오세요.,0
좋은 생각이야.,0
감사합니다.,0
좋은 생각이야.,0
즐거운 식사 되세요.,0
좋은 생각이야.,0
좋은 하루 되세요.,0
그거 참 좋은 생각이네.,0
식사 맛있게 하세요.,0
그거 참 좋은 생각이네.,0
식사 든든하게 드세요.,0
그거 참 좋은 생각이네.,0
맛있게 드시고 오세요.,0
그거 참 좋은 생각이네.,0
즐거운 식사시간 되세요.,0
그거 참 좋은 생각이네.,0
맛있게 드세요.,0
그거 참 좋은 생각이네.,0
든든하게 드시고 오세요.,0
그거 참 좋은 생각이네.,0
감사합니다.,0
그거 참 좋은 생각이네.,0
즐거운 식사 되세요.,0
그거 참 좋은 생각이네.,0
좋은 하루 되세요.,0
되게 좋은 생각이다.,0
식사 맛있게 하세요.,0
되게 좋은 생각이다.,0
식사 든든하게 드세요.,0
되게 좋은 생각이다.,0
맛있게 드시고 오세요.,0
되게 좋은 생각이다.,0
즐거운 식사시간 되세요.,0
되게 좋은 생각이다.,0
맛있게 드세요.,0
되게 좋은 생각이다.,0
든든하게 드시고 오세요.,0
되게 좋은 생각이다.,0
감사합니다.,0
되게 좋은 생각이다.,0
즐거운 식사 되세요.,0
되게 좋은 생각이다.,0
좋은 하루 되세요.,0
짜장면 좋지.,0
식사 맛있게 하세요.,0
짜장면 좋지.,0
식사 든든하게 드세요.,0
짜장면 좋지.,0
맛있게 드시고 오세요.,0
짜장면 좋지.,0
즐거운 식사시간 되세요.,0
짜장면 좋지.,0
맛있게 드세요.,0
짜장면 좋지.,0
든든하게 드시고 오세요.,0
짜장면 좋지.,0
감사합니다.,0
짜장면 좋지.,0
즐거운 식사 되세요.,0
짜장면 괜찮다.,0
식사 맛있게 하세요.,0
짜장면 괜찮다.,0
식사 든든하게 드세요.,0
짜장면 괜찮다.,0
맛있게 드시고 오세요.,0
짜장면 괜찮다.,0
즐거운 식사시간 되세요.,0
짜장면 괜찮다.,0
맛있게 드세요.,0
짜장면 괜찮다.,0
든든하게 드시고 오세요.,0
짜장면 괜찮다.,0
감사합니다.,0
짜장면 괜찮다.,0
즐거운 식사 되세요.,0
"그래, 짜장면 먹어야겠다.",0
식사 맛있게 하세요.,0
"그래, 짜장면 먹어야겠다.",0
식사 든든하게 드세요.,0
"그래, 짜장면 먹어야겠다.",0
맛있게 드시고 오세요.,0
"그래, 짜장면 먹어야겠다.",0
즐거운 식사시간 되세요.,0
"그래, 짜장면 먹어야겠다.",0
맛있게 드세요.,0
"그래, 짜장면 먹어야겠다.",0
든든하게 드시고 오세요.,0
"그래, 짜장면 먹어야겠다.",0
감사합니다.,0
"그래, 짜장면 먹어야겠다.",0
즐거운 식사 되세요.,0
그거 먹어야겠다.,0
식사 맛있게 하세요.,0
그거 먹어야겠다.,0
식사 든든하게 드세요.,0
그거 먹어야겠다.,0
맛있게 드시고 오세요.,0
그거 먹어야겠다.,0
즐거운 식사시간 되세요.,0
그거 먹어야겠다.,0
맛있게 드세요.,0
그거 먹어야겠다.,0
든든하게 드시고 오세요.,0
그거 먹어야겠다.,0
감사합니다.,0
그거 먹어야겠다.,0
즐거운 식사 되세요.,0
오늘 미세먼지 농도는 어때?,0
오늘은 미세먼지 농도가 높습니다.,0
오늘 미세먼지 농도는 어때?,0
미세먼지가 많은 날입니다.,0
오늘 미세먼지 농도는 어때?,0
오늘은 미세먼지 보통입니다.,0
오늘 미세먼지 농도는 어때?,0
마스크를 착용하시는게 좋을 것 같아요.,0
오늘 미세먼지 농도는 어때?,0
마스크를 착용하시는 것을 추천합니다.,0
오늘 미세먼지 수치좀 알려줘.,0
오늘은 미세먼지 농도가 높습니다.,0
오늘 미세먼지 수치좀 알려줘.,0
미세먼지가 많은 날입니다.,0
오늘 미세먼지 수치좀 알려줘.,0
오늘은 미세먼지 보통입니다.,0
오늘 미세먼지 수치좀 알려줘.,0
마스크를 착용하시는게 좋을 것 같아요.,0
오늘 미세먼지 수치좀 알려줘.,0
마스크를 착용하시는 것을 추천합니다.,0
오늘 미세먼지 농도가 어떻게 돼?,0
오늘은 미세먼지 농도가 높습니다.,0
오늘 미세먼지 농도가 어떻게 돼?,0
미세먼지가 많은 날입니다.,0
오늘 미세먼지 농도가 어떻게 돼?,0
오늘은 미세먼지 보통입니다.,0
오늘 미세먼지 농도가 어떻게 돼?,0
마스크를 착용하시는게 좋을 것 같아요.,0
오늘 미세먼지 농도가 어떻게 돼?,0
마스크를 착용하시는 것을 추천합니다.,0
오늘 미세먼지 농도 알 수 있을까?,0
오늘은 미세먼지 농도가 높습니다.,0
오늘 미세먼지 농도 알 수 있을까?,0
미세먼지가 많은 날입니다.,0
오늘 미세먼지 농도 알 수 있을까?,0
오늘은 미세먼지 보통입니다.,0
오늘 미세먼지 농도 알 수 있을까?,0
마스크를 착용하시는게 좋을 것 같아요.,0
오늘 미세먼지 농도 알 수 있을까?,0
마스크를 착용하시는 것을 추천합니다.,0
지금 미세먼지는 어때?,0
마스크를 착용하시는게 좋을 것 같아요.,0
지금 미세먼지는 어때?,0
마스크를 착용하시는 것을 추천합니다.,0
지금 미세먼지는 어때?,0
미세먼지가 보통입니다.,0
지금 미세먼지는 어때?,0
수치가 많이 높은 상태입니다.,0
지금 미세먼지는 어때?,0
지금은 보통이에요.,0
지금 미세먼지가 어떤지 알려줘.,0
마스크를 착용하시는게 좋을 것 같아요.,0
지금 미세먼지가 어떤지 알려줘.,0
마스크를 착용하시는 것을 추천합니다.,0
지금 미세먼지가 어떤지 알려줘.,0
미세먼지가 보통입니다.,0
지금 미세먼지가 어떤지 알려줘.,0
수치가 많이 높은 상태입니다.,0
지금 미세먼지가 어떤지 알려줘.,0
지금은 보통이에요.,0
미세먼지 어떤지 알려줄래?,0
마스크를 착용하시는게 좋을 것 같아요.,0
미세먼지 어떤지 알려줄래?,0
마스크를 착용하시는 것을 추천합니다.,0
미세먼지 어떤지 알려줄래?,0
미세먼지가 보통입니다.,0
미세먼지 어떤지 알려줄래?,0
수치가 많이 높은 상태입니다.,0
미세먼지 어떤지 알려줄래?,0
지금은 보통이에요.,0
"컴패니언, 오늘 날씨 어때?",0
오후에 비가 올 예정입니다.,0
"컴패니언, 오늘 날씨 어때?",0
오후에는 비가 올 것으로 예상합니다.,0
"컴패니언, 오늘 날씨 어때?",0
오전엔 화창하지만 오후에는 비가 올 것입니다.,0
"컴패니언, 오늘 날씨 어때?",0
오늘은 하루종일 맑은날입니다.,0
"컴패니언, 오늘 날씨 어때?",0
오늘은 대체적으로 맑습니다.,0
"컴패니언, 오늘 날씨 어때?",0
대체적으로 흐린 날씨예요.,0
"컴패니언, 오늘 날씨 어때?",0
소나기 소식이 있어요.,0
오늘 날씨 말해줘.,0
오후에 비가 올 예정입니다.,0
오늘 날씨 말해줘.,0
오후에는 비가 올 것으로 예상합니다.,0
오늘 날씨 말해줘.,0
오전엔 화창하지만 오후에는 비가 올 것입니다.,0
오늘 날씨 말해줘.,0
오늘은 하루종일 맑은날입니다.,0
오늘 날씨 말해줘.,0
오늘은 대체적으로 맑습니다.,0
오늘 날씨 말해줘.,0
대체적으로 흐린 날씨예요.,0
오늘 날씨 말해줘.,0
소나기 소식이 있어요.,0
오늘 날씨 좀 알려줘.,0
오후에 비가 올 예정입니다.,0
오늘 날씨 좀 알려줘.,0
오후에는 비가 올 것으로 예상합니다.,0
오늘 날씨 좀 알려줘.,0
오전엔 화창하지만 오후에는 비가 올 것입니다.,0
오늘 날씨 좀 알려줘.,0
오늘은 하루종일 맑은날입니다.,0
오늘 날씨 좀 알려줘.,0
오늘은 대체적으로 맑습니다.,0
오늘 날씨 좀 알려줘.,0
대체적으로 흐린 날씨예요.,0
오늘 날씨 좀 알려줘.,0
소나기 소식이 있어요.,0
오늘 날씨 어때?,0
오후에 비가 올 예정입니다.,0
오늘 날씨 어때?,0
오후에는 비가 올 것으로 예상합니다.,0
오늘 날씨 어때?,0
오전엔 화창하지만 오후에는 비가 올 것입니다.,0
오늘 날씨 어때?,0
오늘은 하루종일 맑은날입니다.,0
오늘 날씨 어때?,0
오늘은 대체적으로 맑습니다.,0
오늘 날씨 어때?,0
대체적으로 흐린 날씨예요.,0
오늘 날씨 어때?,0
소나기 소식이 있어요.,0
날씨 알려줘.,0
오후에 비가 올 예정입니다.,0
날씨 알려줘.,0
오후에는 비가 올 것으로 예상합니다.,0
날씨 알려줘.,0
오전엔 화창하지만 오후에는 비가 올 것입니다.,0
날씨 알려줘.,0
오늘은 하루종일 맑은날입니다.,0
날씨 알려줘.,0
오늘은 대체적으로 맑습니다.,0
날씨 알려줘.,0
대체적으로 흐린 날씨예요.,0
날씨 알려줘.,0
소나기 소식이 있어요.,0
오늘 날씨 좋네.,0
날씨가 좋으니 산책 다녀오시는 것도 좋을것 같아요.,0
오늘 날씨 좋네.,0
기분도 좋으셨으면 좋겠어요.,0
오늘 날씨 너무 좋다.,0
날씨가 좋으니 산책 다녀오시는 것도 좋을것 같아요.,0
오늘 날씨 너무 좋다.,0
기분도 좋으셨으면 좋겠어요.,0
날씨가 좋네.,0
날씨가 좋으니 산책 다녀오시는 것도 좋을것 같아요.,0
날씨가 좋네.,0
기분도 좋으셨으면 좋겠어요.,0
날씨 좋다!,0
날씨가 좋으니 산책 다녀오시는 것도 좋을것 같아요.,0
날씨 좋다!,0
기분도 좋으셨으면 좋겠어요.,0
지금 날씨 어때?,0
비가 오고 있어요.,0
지금 날씨 어때?,0
기온이 높고 화창해요!,0
지금 날씨 어때?,0
구름이 많이 껴있어 흐립니다.,0
지금 날씨 어때?,0
바람이 많이 불고 추워요.,0
지금 날씨 어떤지 말해줘.,0
비가 오고 있어요.,0
지금 날씨 어떤지 말해줘.,0
기온이 높고 화창해요!,0
지금 날씨 어떤지 말해줘.,0
구름이 많이 껴있어 흐립니다.,0
지금 날씨 어떤지 말해줘.,0
바람이 많이 불고 추워요.,0
날씨 어때?,0
비가 오고 있어요.,0
날씨 어때?,0
기온이 높고 화창해요!,0
날씨 어때?,0
구름이 많이 껴있어 흐립니다.,0
날씨 어때?,0
바람이 많이 불고 추워요.,0
춥다 오늘.,0
내일은 더 춥대요.,0
춥다 오늘.,0
내일은 온도가 더 내려갑니다.,0
춥다 오늘.,0
내일은 더 쌀쌀합니다.,0
춥다 오늘.,0
내일은 더 따뜻하게 입고 나오세요.,0
춥다 오늘.,0
내일은 옷 단단히 입고 나오세요.,0
오늘 기온이 낮은가봐.,0
내일은 더 춥대요.,0
오늘 기온이 낮은가봐.,0
내일은 온도가 더 내려갑니다.,0
오늘 기온이 낮은가봐.,0
내일은 더 쌀쌀합니다.,0
오늘 기온이 낮은가봐.,0
내일은 더 따뜻하게 입고 나오세요.,0
오늘 기온이 낮은가봐.,0
내일은 옷 단단히 입고 나오세요.,0
오늘 좀 춥다.,0
내일은 더 춥대요.,0
오늘 좀 춥다.,0
내일은 온도가 더 내려갑니다.,0
오늘 좀 춥다.,0
내일은 더 쌀쌀합니다.,0
오늘 좀 춥다.,0
내일은 더 따뜻하게 입고 나오세요.,0
오늘 좀 춥다.,0
내일은 옷 단단히 입고 나오세요.,0
오늘은 날씨가 좀 춥네.,0
내일은 더 춥대요.,0
오늘은 날씨가 좀 춥네.,0
내일은 온도가 더 내려갑니다.,0
오늘은 날씨가 좀 춥네.,0
내일은 더 쌀쌀합니다.,0
오늘은 날씨가 좀 춥네.,0
내일은 더 따뜻하게 입고 나오세요.,0
오늘은 날씨가 좀 춥네.,0
내일은 옷 단단히 입고 나오세요.,0
오늘은 좀 추운것 같아.,0
내일은 더 춥대요.,0
오늘은 좀 추운것 같아.,0
내일은 온도가 더 내려갑니다.,0
오늘은 좀 추운것 같아.,0
내일은 더 쌀쌀합니다.,0
오늘은 좀 추운것 같아.,0
내일은 더 따뜻하게 입고 나오세요.,0
오늘은 좀 추운것 같아.,0
내일은 옷 단단히 입고 나오세요.,0
오늘 날씨가 꽤나 쌀쌀하네.,0
내일은 더 춥대요.,0
오늘 날씨가 꽤나 쌀쌀하네.,0
내일은 온도가 더 내려갑니다.,0
오늘 날씨가 꽤나 쌀쌀하네.,0
내일은 더 쌀쌀합니다.,0
오늘 날씨가 꽤나 쌀쌀하네.,0
내일은 더 따뜻하게 입고 나오세요.,0
오늘 날씨가 꽤나 쌀쌀하네.,0
내일은 옷 단단히 입고 나오세요.,0
오늘 회의도 많고 너무 바쁘네.,0
이런 날 쉬는 시간에 산책하는 건 어떨까요?,0
오늘 회의도 많고 너무 바쁘네.,0
잠시 머리를 식히는 겸 휴식을 취하세요.,0
오늘 회의도 많고 너무 바쁘네.,0
요즘 업무가 많으신가 봐요.,0
오늘 회의도 많고 너무 바쁘네.,0
업무량이 많으신것 같네요.,0
오늘 회의도 많고 너무 바쁘네.,0
그래도 무리하지 마시고 힘내세요.,0
오늘 회의도 많고 너무 바쁘네.,0
퇴근까지 얼마 남지 않았어요. ,0
오늘 회의도 많고 너무 바쁘네.,0
그래도 오늘은 금요일이에요.,0
오늘 할일도 많고 너무 바빠.,0
이런 날 쉬는 시간에 산책하는 건 어떨까요?,0
오늘 할일도 많고 너무 바빠.,0
잠시 머리를 식히는 겸 휴식을 취하세요.,0
오늘 할일도 많고 너무 바빠.,0
요즘 업무가 많으신가 봐요.,0
오늘 할일도 많고 너무 바빠.,0
업무량이 많으신것 같네요.,0
오늘 할일도 많고 너무 바빠.,0
그래도 무리하지 마시고 힘내세요.,0
오늘 할일도 많고 너무 바빠.,0
퇴근까지 얼마 남지 않았어요. ,0
오늘 할일도 많고 너무 바빠.,0
그래도 오늘은 금요일이에요.,0
할일이 많아서 너무 바쁘네.,0
이런 날 쉬는 시간에 산책하는 건 어떨까요?,0
할일이 많아서 너무 바쁘네.,0
잠시 머리를 식히는 겸 휴식을 취하세요.,0
할일이 많아서 너무 바쁘네.,0
요즘 업무가 많으신가 봐요.,0
할일이 많아서 너무 바쁘네.,0
업무량이 많으신것 같네요.,0
할일이 많아서 너무 바쁘네.,0
그래도 무리하지 마시고 힘내세요.,0
할일이 많아서 너무 바쁘네.,0
퇴근까지 얼마 남지 않았어요. ,0
할일이 많아서 너무 바쁘네.,0
그래도 오늘은 금요일이에요.,0
할일이 너무 많아.,0
이런 날 쉬는 시간에 산책하는 건 어떨까요?,0
할일이 너무 많아.,0
잠시 머리를 식히는 겸 휴식을 취하세요.,0
할일이 너무 많아.,0
요즘 업무가 많으신가 봐요.,0
할일이 너무 많아.,0
업무량이 많으신것 같네요.,0
할일이 너무 많아.,0
그래도 무리하지 마시고 힘내세요.,0
할일이 너무 많아.,0
퇴근까지 얼마 남지 않았어요. ,0
할일이 너무 많아.,0
그래도 오늘은 금요일이에요.,0
오늘 일이 많네.,0
이런 날 쉬는 시간에 산책하는 건 어떨까요?,0
오늘 일이 많네.,0
잠시 머리를 식히는 겸 휴식을 취하세요.,0
오늘 일이 많네.,0
요즘 업무가 많으신가 봐요.,0
오늘 일이 많네.,0
업무량이 많으신것 같네요.,0
오늘 일이 많네.,0
그래도 무리하지 마시고 힘내세요.,0
오늘 일이 많네.,0
퇴근까지 얼마 남지 않았어요. ,0
오늘 일이 많네.,0
그래도 오늘은 금요일이에요.,0
오늘도 너무 바쁘다.,0
이런 날 쉬는 시간에 산책하는 건 어떨까요?,0
오늘도 너무 바쁘다.,0
잠시 머리를 식히는 겸 휴식을 취하세요.,0
오늘도 너무 바쁘다.,0
요즘 업무가 많으신가 봐요.,0
오늘도 너무 바쁘다.,0
업무량이 많으신것 같네요.,0
오늘도 너무 바쁘다.,0
그래도 무리하지 마시고 힘내세요.,0
오늘도 너무 바쁘다.,0
퇴근까지 얼마 남지 않았어요. ,0
오늘도 너무 바쁘다.,0
그래도 오늘은 금요일이에요.,0
오늘도 너무 바빠.,0
이런 날 쉬는 시간에 산책하는 건 어떨까요?,0
오늘도 너무 바빠.,0
잠시 머리를 식히는 겸 휴식을 취하세요.,0
오늘도 너무 바빠.,0
요즘 업무가 많으신가 봐요.,0
오늘도 너무 바빠.,0
업무량이 많으신것 같네요.,0
오늘도 너무 바빠.,0
그래도 무리하지 마시고 힘내세요.,0
오늘도 너무 바빠.,0
퇴근까지 얼마 남지 않았어요. ,0
오늘도 너무 바빠.,0
그래도 오늘은 금요일이에요.,0
오늘 너무 바쁘다.,0
이런 날 쉬는 시간에 산책하는 건 어떨까요?,0
오늘 너무 바쁘다.,0
잠시 머리를 식히는 겸 휴식을 취하세요.,0
오늘 너무 바쁘다.,0
요즘 업무가 많으신가 봐요.,0
오늘 너무 바쁘다.,0
업무량이 많으신것 같네요.,0
오늘 너무 바쁘다.,0
그래도 무리하지 마시고 힘내세요.,0
오늘 너무 바쁘다.,0
퇴근까지 얼마 남지 않았어요. ,0
오늘 너무 바쁘다.,0
그래도 오늘은 금요일이에요.,0
오늘따라 시간이 안 가네.,0
이런 날 쉬는 시간에 산책하는 건 어떨까요?,0
오늘따라 시간이 안 가네.,0
잠시 머리를 식히는 겸 휴식을 취하세요.,0
오늘따라 시간이 안 가네.,0
요즘 업무가 많으신가 봐요.,0
오늘따라 시간이 안 가네.,0
업무량이 많으신것 같네요.,0
오늘따라 시간이 안 가네.,0
그래도 무리하지 마시고 힘내세요.,0
오늘따라 시간이 안 가네.,0
퇴근까지 얼마 남지 않았어요. ,0
오늘따라 시간이 안 가네.,0
그래도 오늘은 금요일이에요.,0
왜 이렇게 시간이 안가지.,0
이런 날 쉬는 시간에 산책하는 건 어떨까요?,0
왜 이렇게 시간이 안가지.,0
잠시 머리를 식히는 겸 휴식을 취하세요.,0
왜 이렇게 시간이 안가지.,0
요즘 업무가 많으신가 봐요.,0
왜 이렇게 시간이 안가지.,0
업무량이 많으신것 같네요.,0
왜 이렇게 시간이 안가지.,0
그래도 무리하지 마시고 힘내세요.,0
왜 이렇게 시간이 안가지.,0
퇴근까지 얼마 남지 않았어요. ,0
왜 이렇게 시간이 안가지.,0
그래도 오늘은 금요일이에요.,0
시간이 너무 안가는 것 같아.,0
이런 날 쉬는 시간에 산책하는 건 어떨까요?,0
시간이 너무 안가는 것 같아.,0
잠시 머리를 식히는 겸 휴식을 취하세요.,0
시간이 너무 안가는 것 같아.,0
요즘 업무가 많으신가 봐요.,0
시간이 너무 안가는 것 같아.,0
업무량이 많으신것 같네요.,0
시간이 너무 안가는 것 같아.,0
그래도 무리하지 마시고 힘내세요.,0
시간이 너무 안가는 것 같아.,0
퇴근까지 얼마 남지 않았어요. ,0
시간이 너무 안가는 것 같아.,0
그래도 오늘은 금요일이에요.,0
시간이 너무 더디게 가는 기분이야.,0
이런 날 쉬는 시간에 산책하는 건 어떨까요?,0
시간이 너무 더디게 가는 기분이야.,0
잠시 머리를 식히는 겸 휴식을 취하세요.,0
시간이 너무 더디게 가는 기분이야.,0
요즘 업무가 많으신가 봐요.,0
시간이 너무 더디게 가는 기분이야.,0
업무량이 많으신것 같네요.,0
시간이 너무 더디게 가는 기분이야.,0
그래도 무리하지 마시고 힘내세요.,0
시간이 너무 더디게 가는 기분이야.,0
퇴근까지 얼마 남지 않았어요. ,0
시간이 너무 더디게 가는 기분이야.,0
그래도 오늘은 금요일이에요.,0
시간이 왜이렇게 안 갈까.,0
이런 날 쉬는 시간에 산책하는 건 어떨까요?,0
시간이 왜이렇게 안 갈까.,0
잠시 머리를 식히는 겸 휴식을 취하세요.,0
시간이 왜이렇게 안 갈까.,0
요즘 업무가 많으신가 봐요.,0
시간이 왜이렇게 안 갈까.,0
업무량이 많으신것 같네요.,0
시간이 왜이렇게 안 갈까.,0
그래도 무리하지 마시고 힘내세요.,0
시간이 왜이렇게 안 갈까.,0
퇴근까지 얼마 남지 않았어요. ,0
시간이 왜이렇게 안 갈까.,0
그래도 오늘은 금요일이에요.,0
너무 시간이 안가.,0
이런 날 쉬는 시간에 산책하는 건 어떨까요?,0
너무 시간이 안가.,0
잠시 머리를 식히는 겸 휴식을 취하세요.,0
너무 시간이 안가.,0
요즘 업무가 많으신가 봐요.,0
너무 시간이 안가.,0
업무량이 많으신것 같네요.,0
너무 시간이 안가.,0
그래도 무리하지 마시고 힘내세요.,0
너무 시간이 안가.,0
퇴근까지 얼마 남지 않았어요. ,0
너무 시간이 안가.,0
그래도 오늘은 금요일이에요.,0
"아니, 괜찮아.",0
"네, 알겠습니다.",0
"아니야, 괜찮아.",0
"네, 알겠습니다.",0
"됐어, 괜찮아.",0
"네, 알겠습니다.",0
"아니, 그런 건 아닌데.",0
힘내세요.,0
"아니, 그런 건 아니야.",0
힘내세요.,0
그런 건 아니고.,0
힘내세요.,0
"아니, 그런 건 아닌데.",0
기운 내세요.,0
"아니, 그런건 아니야.",0
기운 내세요.,0
그런 건 아니고.,0
기운 내세요.,0
"아니, 아직.",0
간식이라도 챙겨드세요.,0
"아니, 없어.",0
오늘도 좋은 하루 되세요.,0
"아니, 없어.",0
